Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
West Fryatt,Male,1981-12-19,39,7,SC,false,Family,true,2023-05-27,Arts,2024-01-20
Betti Broz,Female,1998-11-02,18,12,ST,true,Financial,true,2023-12-14,Other,2023-06-29
Joice Hunn,Female,1986-05-23,32,7,Other,true,Financial,true,2024-02-09,Commerce,2024-01-03
Joannes Pearn,Female,1992-01-19,39,3,OBC,false,Financial,false,2024-01-17,Science,2023-09-26
Mathilde Wedmore.,Female,2005-08-31,22,5,Other,true,Family,true,2024-01-13,Commerce,2023-09-18
Deloris Normand,Female,2015-03-21,15,7,OBC,false,Health,true,2023-09-10,Other,2023-08-09
Vera Dunklee,Female,2000-07-18,19,0,ST,false,Financial,true,2023-08-02,Science,2023-06-07
Benito O'Hanlon,Male,1985-04-26,37,9,OBC,true,Financial,false,2023-07-17,Arts,2024-01-02
Robenia Creane,Bigender,1984-12-18,21,1,ST,true,Financial,false,2024-01-21,Other,2024-01-11
Park Hathwood,Male,1991-06-11,10,10,Other,true,Financial,true,2024-01-26,Science,2023-10-22
Latashia Wayper,Female,2020-02-17,33,4,OBC,true,Family,true,2023-08-13,Commerce,2023-10-10
Boony Dugan,Male,2006-01-15,66,12,SC,false,Health,false,2023-06-28,Other,2023-11-28
Freeland Knifton,Male,1984-02-05,48,4,SC,false,Other,false,2023-10-15,Science,2024-01-15
Marylynne Scoyles,Female,1988-11-28,14,9,General,false,Health,true,2023-05-01,Commerce,2024-04-26
Vonni Detoile,Female,2019-07-06,26,8,Other,false,Financial,false,2024-03-27,Science,2023-07-08
Hynda Boame,Female,2001-08-15,44,0,OBC,true,Other,true,2023-07-23,Arts,2023-11-27
Alia Jantzen,Female,2014-08-23,54,8,SC,false,Health,true,2023-12-01,Other,2023-08-02
Chilton Royse,Male,1998-02-26,19,8,General,true,Other,true,2023-05-29,Other,2024-04-23
Luella Ionnidis,Agender,1999-12-26,15,7,OBC,false,Family,false,2023-06-10,Commerce,2023-11-12
Wendye Phillipson,Female,1988-07-05,17,7,OBC,false,Other,false,2023-10-16,Science,2023-07-26
Angelita Foucher,Agender,1997-12-29,44,8,ST,false,Financial,true,2024-03-31,Arts,2023-12-15
Shina Eisikovitsh,Female,2008-05-12,28,3,OBC,false,Financial,true,2024-03-12,Other,2023-08-09
Donn Albinson,Male,1981-12-28,17,0,OBC,false,Health,false,2024-01-06,Other,2024-02-01
Albina Dukesbury,Female,1993-07-28,27,4,Other,false,Financial,true,2024-03-03,Commerce,2023-10-15
Thaxter Etteridge,Male,1986-10-12,24,9,SC,true,Family,true,2023-06-22,Other,2023-06-14
Jena Reasce,Female,1983-12-05,32,5,SC,false,Financial,false,2023-08-16,Other,2023-06-20
Tim Burchatt,Male,2000-05-03,22,1,ST,false,Other,false,2023-08-26,Science,2023-12-31
Eyde McKall,Female,2003-06-13,54,2,ST,false,Health,true,2024-01-10,Arts,2023-12-25
Waylon Kiddle,Male,2009-01-14,44,2,General,true,Financial,true,2023-11-12,Other,2024-03-07
Inglis Van Arsdall,Male,2008-06-04,68,5,OBC,false,Health,true,2023-09-05,Other,2023-09-23
Curr Featenby,Male,2016-05-18,20,8,ST,false,Family,true,2024-03-25,Other,2023-11-04
Katherine Coda,Female,2011-11-29,17,8,SC,true,Health,true,2024-03-13,Other,2023-09-07
Wandis Ivanaev,Female,1999-10-09,54,2,SC,false,Health,true,2023-08-06,Other,2023-08-13
Mallory Titmuss,Male,2019-03-16,59,0,OBC,false,Other,false,2023-06-22,Science,2024-02-19
Rodge De Paepe,Male,2000-04-25,36,4,General,true,Health,false,2023-12-08,Commerce,2024-02-23
Mildred Pumfrett,Female,1980-10-05,25,6,SC,false,Financial,false,2024-02-07,Commerce,2023-12-05
Jacki Cordelette,Female,2016-10-14,44,9,Other,false,Other,false,2023-10-19,Commerce,2024-02-07
Jeniffer Shalloo,Female,1996-11-08,14,3,ST,false,Health,false,2023-08-24,Commerce,2023-07-03
Trula Iwanczyk,Genderfluid,2007-05-01,55,0,SC,false,Health,true,2023-08-28,Commerce,2023-07-17
Charleen Heaysman,Female,1988-06-29,62,4,ST,false,Other,true,2023-06-24,Arts,2023-11-07
Pacorro Ellissen,Male,1988-12-01,50,1,General,true,Other,true,2023-07-29,Commerce,2023-12-01
Meredithe Turtle,Female,1980-07-25,43,8,General,true,Other,false,2023-12-14,Commerce,2023-06-18
Lianne Grasser,Female,2002-04-06,26,10,SC,false,Family,false,2024-02-18,Science,2024-01-02
Arte Coslett,Polygender,1999-04-16,10,8,Other,false,Health,false,2023-12-12,Science,2023-06-19
Brook Ivanenkov,Male,2013-05-01,41,2,OBC,false,Health,false,2023-06-01,Science,2023-11-02
Odell Fatkin,Male,2008-09-08,37,1,OBC,true,Other,false,2023-10-31,Commerce,2023-08-31
Talyah Waller-Bridge,Female,1992-02-06,65,10,ST,false,Other,false,2023-06-28,Commerce,2023-08-01
Trixy Laight,Female,2005-08-21,43,0,SC,true,Health,false,2023-09-21,Other,2023-11-22
Baryram Cowgill,Male,2008-08-19,52,9,General,false,Health,true,2023-07-13,Other,2023-08-17
Chrystal Strangman,Female,1981-01-02,11,9,SC,false,Other,true,2023-10-24,Commerce,2023-07-15
Lorant Doerffer,Male,1996-10-31,46,2,Other,false,Family,false,2024-04-29,Arts,2023-06-14
Kermit Bennington,Male,1996-11-24,22,8,SC,false,Health,false,2023-10-12,Science,2023-11-10
Hope Barthelemy,Female,1983-06-01,21,9,Other,false,Financial,false,2023-08-30,Arts,2023-10-25
Vincenz Joder,Male,2019-05-23,52,6,Other,true,Financial,true,2023-10-18,Arts,2023-08-14
Tristan Eddie,Male,2004-11-30,47,3,Other,true,Other,true,2023-09-29,Other,2024-02-14
Ailene Menichino,Female,2000-03-04,22,11,SC,true,Family,true,2023-08-11,Science,2024-01-26
Lenora Garmon,Female,1984-10-31,13,5,OBC,true,Other,true,2023-12-18,Arts,2024-02-08
Lombard Howbrook,Male,1997-06-05,13,2,SC,false,Other,true,2024-01-24,Arts,2023-05-07
Elmo Fost,Male,2007-12-30,40,0,OBC,false,Health,true,2023-12-01,Science,2024-04-04
Chanda Nuccitelli,Female,1992-10-24,24,11,SC,false,Financial,false,2023-10-23,Commerce,2024-04-16
Grace Matas,Female,2009-02-14,33,4,SC,false,Financial,false,2023-04-30,Science,2023-09-30
Aretha Breddy,Female,1983-01-04,70,11,General,true,Financial,true,2024-03-09,Science,2023-09-02
Gerrard Pickvance,Male,2019-07-18,63,8,OBC,true,Family,true,2024-02-23,Other,2023-07-17
Giusto Petto,Male,2005-11-24,36,7,ST,false,Family,true,2023-10-06,Arts,2024-01-12
Jeff Gerty,Male,1981-07-06,32,2,Other,false,Family,false,2023-11-28,Science,2023-06-06
Davide McCutcheon,Male,1988-04-12,36,10,OBC,true,Financial,false,2023-05-24,Arts,2023-12-29
Carole Farrears,Female,2007-08-16,64,7,OBC,false,Health,true,2024-04-27,Other,2023-05-05
Ewart Foxley,Male,1994-07-28,56,7,General,false,Health,true,2024-02-29,Science,2023-11-09
Poul Clemas,Male,1982-04-04,16,9,General,true,Other,true,2023-11-30,Other,2023-06-25
Fitzgerald Wrankmore,Male,1999-04-15,12,9,ST,true,Other,false,2023-10-04,Science,2024-04-16
Guillema Banstead,Female,2002-06-05,42,6,General,true,Financial,false,2023-10-14,Other,2023-11-03
Barbabra Blazevic,Female,2002-12-28,39,4,SC,false,Financial,false,2023-09-13,Other,2023-10-02
Kelci Avramovsky,Female,2002-02-27,11,3,Other,false,Other,true,2023-10-08,Other,2024-04-27
Kip Wagerfield,Male,2017-11-25,55,4,SC,true,Health,true,2023-07-23,Commerce,2023-09-24
Mair Dawtrey,Female,1993-07-26,52,5,ST,false,Family,true,2023-07-27,Other,2024-01-26
Kristofer Tomicki,Male,1996-08-31,49,7,ST,false,Family,true,2023-09-13,Commerce,2023-08-18
Erik Falconbridge,Male,2002-03-05,58,7,General,true,Health,false,2024-04-09,Commerce,2023-06-10
Ilse Semrad,Female,1991-03-10,45,12,Other,true,Family,true,2023-06-10,Arts,2023-10-26
Bendicty Itzkovwitch,Male,2003-03-05,47,5,ST,true,Other,true,2023-11-03,Arts,2023-11-25
Alicia Badgers,Female,2002-03-02,30,9,OBC,false,Family,false,2023-08-26,Other,2024-01-19
Maia Benettolo,Female,1993-09-03,51,7,General,true,Family,false,2023-11-15,Commerce,2023-06-16
Steffen Mulcaster,Bigender,2019-05-07,49,1,OBC,false,Family,true,2024-01-02,Science,2024-01-30
Patin Laughtisse,Male,1982-06-08,65,2,Other,false,Other,false,2023-08-13,Commerce,2024-01-23
Rikki Moggle,Male,1984-01-12,28,3,ST,true,Health,false,2023-10-24,Science,2023-06-30
Gertrude Dei,Female,2003-06-30,70,2,General,false,Financial,true,2023-11-08,Other,2024-04-27
Renata Sturman,Female,1985-08-24,40,3,OBC,true,Health,false,2023-10-24,Commerce,2023-09-07
Vaclav Bodycombe,Male,1992-12-17,20,6,General,false,Other,false,2024-03-24,Other,2023-06-12
Calla Mosley,Female,1999-10-21,34,8,OBC,true,Other,true,2023-10-11,Arts,2023-09-10
Rolando Turpin,Male,2018-11-01,70,5,OBC,false,Health,false,2023-05-25,Other,2024-03-21
Lucita Allitt,Female,2011-10-17,57,11,Other,true,Other,true,2023-10-16,Science,2024-01-11
Roselle Dionis,Female,2017-03-07,10,4,SC,false,Health,true,2023-08-06,Commerce,2023-10-30
Ulises Paradine,Male,1991-07-13,67,10,SC,false,Family,true,2023-09-14,Commerce,2023-11-14
Corbet Tift,Male,2011-07-05,39,1,General,true,Financial,false,2024-02-06,Commerce,2024-02-19
Ambrose Paviour,Male,2009-04-27,28,7,OBC,true,Family,true,2023-09-18,Science,2024-01-27
Netty Crackett,Female,2016-07-13,15,1,OBC,false,Family,false,2024-01-31,Science,2024-02-15
Muire Tuxill,Female,2016-04-29,43,6,Other,true,Financial,true,2023-07-14,Commerce,2023-09-16
Miranda Lowrance,Female,1994-12-20,65,4,SC,false,Health,true,2024-02-02,Arts,2024-01-19
Danika Hanmore,Female,2004-09-11,15,1,ST,true,Other,false,2024-03-27,Arts,2023-05-15
Mandy Liddle,Female,1997-08-13,47,3,Other,true,Health,true,2023-07-20,Other,2023-10-09
Colet Olexa,Male,2000-11-23,63,3,ST,true,Other,true,2023-12-26,Commerce,2023-12-31
Joseph Ranyell,Male,2003-07-14,34,2,ST,false,Financial,true,2023-07-01,Science,2024-04-28
Donni Steel,Female,1997-09-11,13,9,Other,true,Other,true,2024-04-11,Science,2024-02-17
Mathias Menichi,Genderqueer,1984-09-24,63,7,ST,true,Other,false,2024-02-12,Other,2023-10-17
Danit Ghion,Female,1985-09-20,24,7,General,false,Family,false,2024-03-23,Arts,2023-11-14
Adoree Gantzman,Female,2005-07-02,55,7,General,true,Financial,true,2023-06-02,Other,2023-10-17
Aldis Cleyburn,Male,2003-02-28,49,3,General,true,Financial,false,2024-04-09,Science,2023-08-15
Ingeborg Dewhirst,Female,2017-10-28,61,3,Other,true,Financial,false,2023-05-02,Commerce,2024-02-26
Trude Lester,Genderqueer,1996-10-08,41,9,General,false,Other,true,2023-10-06,Commerce,2023-08-28
Morna Worham,Female,2001-06-08,15,4,Other,true,Health,false,2023-06-07,Commerce,2023-05-20
Sofia Suddaby,Female,2017-04-22,68,2,OBC,true,Family,true,2023-06-01,Commerce,2023-12-23
Olive Arderne,Female,1988-08-30,41,4,General,false,Other,false,2024-02-24,Arts,2023-08-11
Jasmina Sellman,Bigender,1986-10-27,31,8,SC,true,Health,true,2023-08-24,Science,2024-03-24
Korella Wehden,Female,1996-06-29,18,8,OBC,true,Health,true,2024-03-16,Science,2024-01-06
Gregor Cana,Non-binary,2002-09-15,70,12,Other,false,Family,true,2023-10-17,Science,2024-03-06
Zeke Laite,Genderfluid,2008-06-11,49,1,SC,false,Family,true,2024-03-06,Other,2023-11-21
Shae Lodwig,Male,2013-10-07,54,10,Other,false,Financial,true,2023-12-27,Other,2023-05-11
Wallis Sivyer,Male,1986-02-05,22,6,ST,true,Health,true,2023-08-28,Science,2023-12-15
Lukas Sarle,Male,1992-10-02,21,9,OBC,false,Family,false,2023-12-14,Commerce,2023-11-24
Georgetta Belshaw,Female,2010-04-10,10,5,ST,true,Other,false,2023-05-28,Arts,2023-12-19
Elysia Willerstone,Female,1999-11-26,66,8,OBC,true,Health,true,2023-09-05,Commerce,2023-05-16
Kenna Goodlad,Female,1982-03-27,24,5,Other,true,Other,false,2023-05-16,Other,2024-01-16
Nahum Taye,Male,1986-07-19,29,2,ST,false,Family,true,2023-04-30,Commerce,2023-12-08
Buddie Furlonge,Male,2002-10-27,66,0,SC,true,Family,true,2023-05-17,Arts,2023-12-09
Selig Bilam,Male,2000-05-22,43,6,OBC,false,Financial,true,2023-08-09,Other,2024-03-26
Silvio Oldknowe,Male,2013-05-29,48,6,General,false,Financial,false,2024-03-12,Arts,2023-06-17
Gertrude Dimbleby,Female,2015-08-28,61,12,SC,false,Health,true,2024-03-19,Arts,2023-10-23
Cece Portugal,Male,2000-01-21,60,9,General,true,Family,true,2023-11-15,Science,2023-05-24
Antonino Tale,Male,1997-11-21,23,3,OBC,true,Health,false,2023-10-19,Commerce,2023-05-30
Dick Boase,Male,2011-02-05,56,7,ST,true,Other,false,2023-05-08,Science,2023-12-02
Aurora Glayzer,Genderfluid,1995-08-29,18,7,Other,false,Family,false,2023-10-26,Commerce,2023-08-01
Ivonne Crack,Female,1998-10-26,57,0,SC,true,Other,false,2024-03-13,Other,2023-08-02
Alikee Faulds,Female,1986-09-09,36,6,ST,false,Health,false,2024-04-22,Other,2024-01-06
Ezra Kinnier,Non-binary,2020-01-17,27,0,OBC,false,Health,true,2023-11-04,Science,2023-07-12
Maurice Cropp,Male,1998-05-23,39,2,General,true,Family,false,2023-09-05,Other,2023-07-23
Yasmeen Jordeson,Female,2002-02-21,10,11,General,true,Other,false,2023-12-17,Science,2023-08-10
Brucie Cumbridge,Male,1995-06-28,17,5,OBC,true,Financial,true,2023-05-14,Other,2023-05-18
Maddy MacCall,Female,1997-12-14,47,9,Other,true,Health,false,2023-11-09,Science,2023-06-28
Norton Carrodus,Male,1985-11-25,27,8,Other,true,Health,true,2023-07-14,Arts,2024-04-22
Leann Starbeck,Non-binary,1981-03-14,38,9,ST,false,Other,true,2023-11-20,Arts,2023-08-15
Francine Cookney,Female,1981-11-20,14,0,General,true,Health,false,2024-01-04,Other,2023-10-18
Lydie Cavozzi,Female,2012-02-14,34,2,SC,true,Family,true,2023-07-09,Other,2023-10-29
Thedric Spencer,Male,1985-02-24,61,10,Other,false,Other,true,2024-01-19,Commerce,2023-08-13
Witty Medd,Male,1981-05-26,65,6,SC,true,Family,false,2023-05-19,Science,2024-01-21
Adriane Chiverstone,Female,2017-12-12,59,3,ST,false,Health,true,2023-10-28,Other,2023-07-12
Rosalia Branford,Female,1999-03-21,43,9,ST,false,Family,true,2023-06-17,Commerce,2023-05-30
Sonnie O'Shiel,Female,1994-01-31,10,10,Other,false,Financial,false,2023-08-28,Arts,2023-09-18
Norine Lody,Female,2006-09-14,19,5,Other,true,Financial,false,2024-04-20,Arts,2023-11-14
Garrard Trusty,Male,1997-04-26,63,1,OBC,true,Other,false,2023-12-13,Science,2023-05-28
Tiphanie Matkin,Agender,2018-08-18,63,2,ST,false,Other,false,2023-11-28,Science,2023-07-25
Clemmie Narbett,Female,1994-02-16,70,4,ST,false,Other,false,2024-01-06,Arts,2023-07-14
Evyn Crankhorn,Male,1993-03-26,47,12,ST,false,Financial,false,2023-05-07,Science,2024-03-06
Beauregard Kefford,Male,2008-01-06,37,2,Other,false,Family,true,2023-09-01,Other,2024-02-22
Marley Gallop,Female,1998-03-20,29,8,General,false,Financial,false,2024-04-09,Arts,2024-01-24
Cornie Jeannard,Female,1987-01-16,10,6,OBC,false,Financial,true,2023-09-28,Commerce,2024-02-16
Carita De Winton,Female,2001-12-28,19,7,SC,false,Family,false,2023-07-11,Science,2023-11-23
Hewett Jeaffreson,Male,1993-10-13,15,6,SC,true,Health,false,2023-11-06,Commerce,2023-07-24
Sonia Georgius,Female,2017-05-18,66,0,General,true,Family,false,2023-12-28,Commerce,2023-08-24
Emmet Vaillant,Male,1998-02-18,25,1,ST,false,Other,false,2023-07-12,Other,2023-07-05
Elene Bedinn,Female,2019-08-24,31,9,Other,false,Financial,false,2023-07-07,Commerce,2023-12-11
Fancie Baldick,Female,2015-09-30,49,7,OBC,true,Other,true,2023-08-02,Arts,2024-03-02
Mohammed Stopp,Male,2019-09-12,54,3,Other,true,Other,true,2023-11-27,Commerce,2024-03-21
Sianna Andrzejak,Female,1995-04-30,48,7,OBC,true,Other,true,2023-11-22,Commerce,2023-09-18
Kathy Daviddi,Female,1980-11-26,66,10,Other,false,Other,true,2023-10-28,Science,2023-08-27
Cornelius Sitford,Male,1980-11-26,64,11,Other,true,Health,true,2023-08-05,Other,2023-12-09
Benedikt Debow,Male,2007-10-04,65,6,Other,false,Family,true,2023-07-31,Other,2024-03-07
Lianna Guiso,Female,1986-07-02,31,4,General,true,Financial,false,2024-02-06,Science,2023-09-09
Chlo Readitt,Female,1993-02-18,67,0,General,true,Health,false,2024-04-09,Science,2023-10-21
Ralf Brigshaw,Male,2018-08-24,36,12,Other,true,Health,false,2023-07-13,Arts,2024-01-04
Moses Shallcrass,Male,2016-09-13,48,1,Other,true,Financial,true,2023-10-05,Arts,2024-03-19
Katrina Dumphreys,Female,1983-12-11,54,11,ST,false,Health,false,2024-01-16,Other,2023-06-23
Letta Drewitt,Female,2018-04-01,24,4,OBC,true,Family,true,2024-02-28,Commerce,2024-04-02
Harriot Chirm,Female,1998-02-23,21,7,OBC,false,Health,true,2023-08-19,Commerce,2024-04-09
Ruddy Gilhoolie,Male,1991-06-30,59,6,OBC,false,Other,false,2024-01-01,Other,2023-06-17
Currie Sidery,Male,1997-05-31,37,6,Other,true,Health,true,2023-05-23,Arts,2023-11-06
Zachariah Chaize,Male,2006-12-23,59,2,Other,false,Health,false,2023-11-09,Science,2024-02-09
Wainwright O'Kieran,Male,2006-08-12,69,5,ST,false,Family,true,2024-03-22,Arts,2023-05-12
Doug Dallison,Male,1985-07-03,14,11,Other,true,Family,false,2024-03-06,Science,2024-02-08
Morganne Meadley,Female,1994-02-26,16,6,SC,false,Family,true,2024-02-04,Other,2023-05-25
Tammara Koche,Female,2003-01-12,60,9,SC,true,Financial,false,2023-09-07,Commerce,2023-05-10
Marcela Sarfass,Female,2000-06-18,38,6,ST,true,Other,true,2023-10-23,Commerce,2023-07-20
Hendrick Mc Menamin,Male,1983-06-21,61,2,General,false,Financial,false,2024-04-17,Arts,2023-09-01
Petey Hehir,Polygender,1998-06-30,49,8,SC,false,Other,false,2023-07-20,Commerce,2023-06-15
Reggy McFeat,Male,2003-11-22,15,5,OBC,false,Family,false,2023-09-23,Commerce,2024-01-09
Nicol Cregg,Female,2014-08-26,13,12,Other,false,Other,false,2023-11-21,Arts,2023-05-23
Domenico Deakan,Male,2009-04-19,20,0,OBC,false,Family,false,2023-08-06,Commerce,2023-10-29
Elianora Thorsby,Female,2000-03-08,19,7,SC,false,Family,true,2023-05-27,Arts,2023-06-11
Leroi Stopher,Male,2014-04-17,36,12,Other,true,Financial,false,2023-10-19,Other,2024-01-18
Clayborn Shergill,Male,2015-09-13,34,0,OBC,false,Financial,false,2024-04-28,Commerce,2024-04-16
Beverlee Ferreres,Female,2008-06-21,11,10,ST,false,Health,false,2023-05-12,Arts,2023-07-15
Daron Grafom,Male,2009-10-07,45,7,OBC,false,Financial,false,2024-04-04,Other,2023-05-30
Raynard Penning,Polygender,1989-05-18,45,6,General,false,Health,true,2024-02-20,Science,2023-05-06
Shep Fitzharris,Male,1987-03-15,15,9,OBC,true,Financial,true,2024-02-01,Other,2023-05-25
Mahala Gotts,Female,1981-10-05,32,8,OBC,true,Other,false,2024-02-13,Other,2023-08-27
Isiahi Kenward,Male,2005-07-07,13,9,Other,false,Financial,false,2024-03-05,Science,2023-05-13
Cointon Glashby,Male,2018-02-28,40,5,General,true,Financial,false,2024-02-19,Science,2023-07-16
Betta McCurrie,Female,1984-07-04,53,10,OBC,true,Health,true,2023-10-17,Commerce,2023-12-24
Creighton Phillips,Male,2005-09-24,51,8,ST,false,Family,true,2023-08-03,Science,2024-01-08
Ronalda Oxborrow,Genderfluid,1983-01-12,45,12,SC,true,Family,false,2023-09-02,Commerce,2024-02-21
Tracy Kaspar,Female,2008-06-13,44,0,Other,true,Health,false,2023-12-07,Commerce,2024-01-28
Tito Kramer,Male,2016-10-14,45,12,General,false,Other,false,2024-04-06,Science,2023-06-23
Romona Keal,Female,1984-07-04,53,6,Other,true,Financial,false,2023-06-16,Arts,2023-10-24
Meghann Rogez,Female,2004-09-09,12,5,General,false,Health,true,2023-05-16,Science,2024-03-31
Justin Ruddiman,Male,2017-08-12,15,3,Other,true,Financial,true,2024-02-16,Arts,2024-04-22
Isabel Bene,Female,1998-07-02,16,1,General,false,Financial,true,2023-07-11,Other,2024-02-27
